Address,Suburb,Prices,Estimated resident population (no.),Population density (persons/km2),Median age - persons (years),Working age population (aged 15-64 years) (no.),Employed (no.),Unemployed (no.),Renter (no.),Health care and social assistance (no.),Financial and insurance services (no.),Administrative and support services (no.),Education and training (no.),Accommodation and food services (no.),Public administration and safety (no.),Value of residential building ($m),Houses - total (no.),Townhouses - total (no.),Apartments - total (no.),Median weekly household rental payment ($),Rented (no.),Count of homeless persons (no.),"Used at least one form of public transport (train, tram, bus, ferry) (no.)",Median equivalised total household income (weekly) ($)
3680,"403/77 Galada Avenue, 
PARKVILLE VIC 3052",PARKVILLE,700.0,7446.0,1838.9,26.8,6202.0,0.0,0.0,32.0,213.0,48.0,33.0,13.0,35.0,0.0,10.0,55.0,948.0,1811.0,396.0,1377.0,84.0,447.0,1385.0
3681,"136 Wollahra Rise, 
WYNDHAM VALE VIC 3024",WYNDHAM VALE,480.0,22858.0,2941.3,63.400000000000006,15428.0,0.0,0.0,244.0,50.0,8.0,77.0,17.0,46.0,3.0,219.0,7493.0,345.0,20.0,686.0,2192.0,101.0,651.0,2036.0
3682,"4/147 Grimshaw Street, 
GREENSBOROUGH VIC 3088",GREENSBOROUGH,495.0,20997.0,2079.4,41.7,12959.0,0.0,0.0,49.0,110.0,89.0,51.0,30.0,60.0,5.0,31.0,6857.0,1184.0,212.0,400.0,1385.0,41.0,399.0,1215.0
3683,"1/42 Adelaide Street, 
ARMADALE VIC 3143",ARMADALE,480.0,9436.0,4321.5,38.0,6445.0,0.0,0.0,12.0,208.0,134.0,61.0,29.0,81.0,3.0,68.0,1281.0,863.0,3223.0,421.0,1921.0,27.0,438.0,1696.0
3684,"1/1 Como Court, 
MOUNT WAVERLEY VIC 3149",MOUNT WAVERLEY,575.0,35716.0,4743.200000000001,80.3,23090.0,0.0,0.0,39.0,350.0,290.0,247.0,72.0,218.0,14.0,114.0,9457.0,1385.0,3011.0,955.0,3026.0,135.0,861.0,2359.0
3685,"310/436-442 Huntingdale Road, 
MOUNT WAVERLEY VIC 3149",MOUNT WAVERLEY,575.0,35716.0,4743.200000000001,80.3,23090.0,0.0,0.0,39.0,350.0,290.0,247.0,72.0,218.0,14.0,114.0,9457.0,1385.0,3011.0,955.0,3026.0,135.0,861.0,2359.0
3686,"137 Dryburgh Street, 
NORTH MELBOURNE VIC 3051",NORTH MELBOURNE,575.0,15998.0,6597.7,31.3,12916.0,0.0,0.0,59.0,175.0,120.0,100.0,46.0,168.0,9.0,29.0,323.0,2056.0,6849.0,381.0,4386.0,253.0,1051.0,1281.0
3687,"407/8 Howard Street, 
RICHMOND VIC 3121",RICHMOND,575.0,14083.0,7322.3,34.3,11182.0,0.0,0.0,48.0,325.0,111.0,82.0,40.0,136.0,0.0,22.0,800.0,1760.0,5641.0,400.0,4011.0,80.0,872.0,1539.0
3688,"8/65 Stawell Street, 
RICHMOND VIC 3121",RICHMOND,575.0,14083.0,7322.3,34.3,11182.0,0.0,0.0,48.0,325.0,111.0,82.0,40.0,136.0,0.0,22.0,800.0,1760.0,5641.0,400.0,4011.0,80.0,872.0,1539.0
3689,"39 Truganina Avenue, 
SEABROOK VIC 3028",SEABROOK,575.0,5002.0,3087.8,37.1,3399.0,0.0,0.0,18.0,11.0,11.0,23.0,8.0,11.0,3.0,3.0,1726.0,58.0,25.0,361.0,326.0,10.0,119.0,1147.0
3690,"906/77 River Street, 
SOUTH YARRA VIC 3141",SOUTH YARRA,575.0,28123.0,21662.199999999997,106.5,22280.0,0.0,0.0,76.0,497.0,622.0,236.0,87.0,356.0,6.0,79.0,1181.0,2094.0,15905.0,1278.0,8671.0,64.0,1947.0,5129.0
3691,"5/961 Punt Road, 
SOUTH YARRA VIC 3141",SOUTH YARRA,575.0,28123.0,21662.199999999997,106.5,22280.0,0.0,0.0,76.0,497.0,622.0,236.0,87.0,356.0,6.0,79.0,1181.0,2094.0,15905.0,1278.0,8671.0,64.0,1947.0,5129.0
3692,"2111/81 City Road, 
SOUTHBANK VIC 3006",SOUTHBANK,575.0,16538.0,20569.7,30.9,14882.0,0.0,0.0,48.0,84.0,112.0,76.0,26.0,73.0,0.0,69.0,5.0,199.0,12174.0,408.0,5855.0,30.0,1844.0,1432.0
3693,"2204/250 City Road, 
SOUTHBANK VIC 3006",SOUTHBANK,575.0,16538.0,20569.7,30.9,14882.0,0.0,0.0,48.0,84.0,112.0,76.0,26.0,73.0,0.0,69.0,5.0,199.0,12174.0,408.0,5855.0,30.0,1844.0,1432.0
3694,"2204/245 City Road, 
SOUTHBANK VIC 3006",SOUTHBANK,575.0,16538.0,20569.7,30.9,14882.0,0.0,0.0,48.0,84.0,112.0,76.0,26.0,73.0,0.0,69.0,5.0,199.0,12174.0,408.0,5855.0,30.0,1844.0,1432.0
3695,"817/25 Coventry Street, 
SOUTHBANK VIC 3006",SOUTHBANK,575.0,16538.0,20569.7,30.9,14882.0,0.0,0.0,48.0,84.0,112.0,76.0,26.0,73.0,0.0,69.0,5.0,199.0,12174.0,408.0,5855.0,30.0,1844.0,1432.0
3696,"5/1-3 Smith Street, 
ST KILDA VIC 3182",ST KILDA,575.0,30189.0,12631.5,72.80000000000001,23753.0,0.0,0.0,105.0,263.0,253.0,183.0,83.0,261.0,10.0,41.0,1636.0,2218.0,14987.0,776.0,7769.0,576.0,1852.0,3023.0
3697,"14 Wagner Drive, 
WERRIBEE VIC 3030",WERRIBEE,480.0,58887.0,2806.9,105.5,39418.0,0.0,0.0,501.0,249.0,121.0,206.0,60.0,171.0,19.0,462.0,19321.0,3015.0,506.0,1026.0,6808.0,220.0,1363.0,3085.0
3698,"3 Quebec Avenue, 
WERRIBEE VIC 3030",WERRIBEE,480.0,58887.0,2806.9,105.5,39418.0,0.0,0.0,501.0,249.0,121.0,206.0,60.0,171.0,19.0,462.0,19321.0,3015.0,506.0,1026.0,6808.0,220.0,1363.0,3085.0
3699,"22 Atherton Way, 
WERRIBEE VIC 3030",WERRIBEE,480.0,58887.0,2806.9,105.5,39418.0,0.0,0.0,501.0,249.0,121.0,206.0,60.0,171.0,19.0,462.0,19321.0,3015.0,506.0,1026.0,6808.0,220.0,1363.0,3085.0
3700,"11 Nolita Street, 
WOLLERT VIC 3750",WOLLERT,480.0,24762.0,459.5,30.7,16395.0,0.0,0.0,71.0,58.0,29.0,104.0,22.0,59.0,9.0,381.0,6847.0,851.0,154.0,391.0,1706.0,50.0,540.0,1045.0
3701,"31 Hound Street, 
WYNDHAM VALE VIC 3024",WYNDHAM VALE,480.0,22858.0,2941.3,63.400000000000006,15428.0,0.0,0.0,244.0,50.0,8.0,77.0,17.0,46.0,3.0,219.0,7493.0,345.0,20.0,686.0,2192.0,101.0,651.0,2036.0
3702,"5 Stately Aveune, 
WYNDHAM VALE VIC 3024",WYNDHAM VALE,480.0,22858.0,2941.3,63.400000000000006,15428.0,0.0,0.0,244.0,50.0,8.0,77.0,17.0,46.0,3.0,219.0,7493.0,345.0,20.0,686.0,2192.0,101.0,651.0,2036.0
3703,"71 Welcome Parade, 
WYNDHAM VALE VIC 3024",WYNDHAM VALE,480.0,22858.0,2941.3,63.400000000000006,15428.0,0.0,0.0,244.0,50.0,8.0,77.0,17.0,46.0,3.0,219.0,7493.0,345.0,20.0,686.0,2192.0,101.0,651.0,2036.0
3704,"75 Welcome Parade, 
WYNDHAM VALE VIC 3024",WYNDHAM VALE,480.0,22858.0,2941.3,63.400000000000006,15428.0,0.0,0.0,244.0,50.0,8.0,77.0,17.0,46.0,3.0,219.0,7493.0,345.0,20.0,686.0,2192.0,101.0,651.0,2036.0
3705,"81 Welcome Parade, 
WYNDHAM VALE VIC 3024",WYNDHAM VALE,480.0,22858.0,2941.3,63.400000000000006,15428.0,0.0,0.0,244.0,50.0,8.0,77.0,17.0,46.0,3.0,219.0,7493.0,345.0,20.0,686.0,2192.0,101.0,651.0,2036.0
3706,"174 Errol Street, 
NORTH MELBOURNE VIC 3051",NORTH MELBOURNE,750.0,15998.0,6597.7,31.3,12916.0,0.0,0.0,59.0,175.0,120.0,100.0,46.0,168.0,9.0,29.0,323.0,2056.0,6849.0,381.0,4386.0,253.0,1051.0,1281.0
3707,"1/3 Curie Avenue, 
OAK PARK VIC 3046",OAK PARK,750.0,7976.0,3389.3,35.8,5661.0,0.0,0.0,17.0,33.0,17.0,26.0,6.0,25.0,0.0,22.0,1783.0,1425.0,230.0,401.0,985.0,18.0,370.0,1371.0
3708,"10 Ievers Street, 
PARKVILLE VIC 3052",PARKVILLE,750.0,7446.0,1838.9,26.8,6202.0,0.0,0.0,32.0,213.0,48.0,33.0,13.0,35.0,0.0,10.0,55.0,948.0,1811.0,396.0,1377.0,84.0,447.0,1385.0
3709,"1C Bischoff Street, 
PRESTON VIC 3072",PRESTON,750.0,33825.0,6306.200000000001,75.0,24317.0,0.0,0.0,241.0,228.0,152.0,149.0,49.0,205.0,16.0,110.0,8290.0,3818.0,3159.0,791.0,5381.0,273.0,1434.0,2396.0
3710,"3 Mount Street, 
PRESTON VIC 3072",PRESTON,750.0,33825.0,6306.200000000001,75.0,24317.0,0.0,0.0,241.0,228.0,152.0,149.0,49.0,205.0,16.0,110.0,8290.0,3818.0,3159.0,791.0,5381.0,273.0,1434.0,2396.0
3711,"1B Bischoff Street, 
PRESTON VIC 3072",PRESTON,750.0,33825.0,6306.200000000001,75.0,24317.0,0.0,0.0,241.0,228.0,152.0,149.0,49.0,205.0,16.0,110.0,8290.0,3818.0,3159.0,791.0,5381.0,273.0,1434.0,2396.0
3712,"9/74 Tyler Street, 
RESERVOIR VIC 3073",RESERVOIR,750.0,52065.0,10943.5,154.1,35092.0,0.0,0.0,490.0,184.0,112.0,216.0,60.0,165.0,12.0,153.0,14312.0,7827.0,1042.0,1439.0,7466.0,416.0,1900.0,3905.0
3713,"2/3 Dumbarton Street, 
RESERVOIR VIC 3073",RESERVOIR,750.0,52065.0,10943.5,154.1,35092.0,0.0,0.0,490.0,184.0,112.0,216.0,60.0,165.0,12.0,153.0,14312.0,7827.0,1042.0,1439.0,7466.0,416.0,1900.0,3905.0
3714,"UNIT 6/63 ELIZABETH STREET, 
RICHMOND VIC 3121",RICHMOND,750.0,14083.0,7322.3,34.3,11182.0,0.0,0.0,48.0,325.0,111.0,82.0,40.0,136.0,0.0,22.0,800.0,1760.0,5641.0,400.0,4011.0,80.0,872.0,1539.0
3715,"73 Mary Street, 
RICHMOND VIC 3121",RICHMOND,750.0,14083.0,7322.3,34.3,11182.0,0.0,0.0,48.0,325.0,111.0,82.0,40.0,136.0,0.0,22.0,800.0,1760.0,5641.0,400.0,4011.0,80.0,872.0,1539.0
3716,"1 Bellevue Street, 
RICHMOND VIC 3121",RICHMOND,745.0,14083.0,7322.3,34.3,11182.0,0.0,0.0,48.0,325.0,111.0,82.0,40.0,136.0,0.0,22.0,800.0,1760.0,5641.0,400.0,4011.0,80.0,872.0,1539.0
3717,"76 Stawell St, 
RICHMOND VIC 3121",RICHMOND,750.0,14083.0,7322.3,34.3,11182.0,0.0,0.0,48.0,325.0,111.0,82.0,40.0,136.0,0.0,22.0,800.0,1760.0,5641.0,400.0,4011.0,80.0,872.0,1539.0
3718,"C402/169 Buckingham Street, 
RICHMOND VIC 3121",RICHMOND,750.0,14083.0,7322.3,34.3,11182.0,0.0,0.0,48.0,325.0,111.0,82.0,40.0,136.0,0.0,22.0,800.0,1760.0,5641.0,400.0,4011.0,80.0,872.0,1539.0
3719,"104/25 Truganini Road, 
CARNEGIE VIC 3163",CARNEGIE,750.0,18803.0,4942.3,36.0,13392.0,0.0,0.0,27.0,131.0,91.0,83.0,25.0,92.0,3.0,74.0,2749.0,2556.0,4131.0,395.0,3460.0,90.0,978.0,1306.0
3720,"3/27 Moonya Road, 
CARNEGIE VIC 3163",CARNEGIE,750.0,18803.0,4942.3,36.0,13392.0,0.0,0.0,27.0,131.0,91.0,83.0,25.0,92.0,3.0,74.0,2749.0,2556.0,4131.0,395.0,3460.0,90.0,978.0,1306.0
3721,"7/46 Munster Avenue, 
CARNEGIE VIC 3163",CARNEGIE,750.0,18803.0,4942.3,36.0,13392.0,0.0,0.0,27.0,131.0,91.0,83.0,25.0,92.0,3.0,74.0,2749.0,2556.0,4131.0,395.0,3460.0,90.0,978.0,1306.0
3722,"111 Moriah Street, 
CLAYTON VIC 3168",CLAYTON,750.0,13570.0,1709.5,34.5,9602.0,0.0,0.0,29.0,43.0,23.0,133.0,10.0,54.0,0.0,29.0,2960.0,1799.0,629.0,381.0,1886.0,138.0,595.0,940.0
3723,"858 Blackburn Road, 
CLAYTON VIC 3168",CLAYTON,750.0,13570.0,1709.5,34.5,9602.0,0.0,0.0,29.0,43.0,23.0,133.0,10.0,54.0,0.0,29.0,2960.0,1799.0,629.0,381.0,1886.0,138.0,595.0,940.0
3724,"10/388 Nepean Highway, 
FRANKSTON VIC 3199",FRANKSTON,400.0,62521.0,4843.5,121.19999999999999,39777.0,0.0,0.0,455.0,371.0,155.0,218.0,76.0,176.0,12.0,68.0,21147.0,4743.0,1416.0,1096.0,8000.0,650.0,751.0,2972.0
3725,"4/48 Stanley Street, 
GLENROY VIC 3046",GLENROY,400.0,23965.0,5837.200000000001,68.1,16418.0,0.0,0.0,72.0,102.0,35.0,114.0,30.0,71.0,29.0,56.0,5727.0,3314.0,909.0,738.0,3218.0,129.0,1254.0,2068.0
3726,"4/905 Pascoe Vale Rd., 
GLENROY VIC 3046",GLENROY,400.0,23965.0,5837.200000000001,68.1,16418.0,0.0,0.0,72.0,102.0,35.0,114.0,30.0,71.0,29.0,56.0,5727.0,3314.0,909.0,738.0,3218.0,129.0,1254.0,2068.0
3727,"4/905 Pascoe Vale Road, 
GLENROY VIC 3046",GLENROY,400.0,23965.0,5837.200000000001,68.1,16418.0,0.0,0.0,72.0,102.0,35.0,114.0,30.0,71.0,29.0,56.0,5727.0,3314.0,909.0,738.0,3218.0,129.0,1254.0,2068.0
3728,"203B/19 South Street, 
HADFIELD VIC 3046",HADFIELD,400.0,6295.0,2063.8,36.1,4002.0,0.0,0.0,25.0,14.0,8.0,19.0,9.0,23.0,4.0,19.0,1877.0,706.0,25.0,376.0,619.0,31.0,130.0,920.0
3729,"311/2 Willis Lane, 
HAMPTON VIC 3188",HAMPTON,400.0,18406.0,3237.8,43.6,11941.0,0.0,0.0,38.0,201.0,125.0,88.0,58.0,88.0,8.0,91.0,4586.0,1710.0,1546.0,471.0,1776.0,64.0,347.0,1549.0
3730,"39 Bethany road, 
HOPPERS CROSSING VIC 3029",HOPPERS CROSSING,400.0,37666.0,4420.4,74.1,25272.0,0.0,0.0,193.0,157.0,63.0,174.0,47.0,96.0,17.0,18.0,11732.0,1105.0,1123.0,681.0,3309.0,228.0,884.0,1866.0
3731,"4 Clearview Court, 
HOPPERS CROSSING VIC 3029",HOPPERS CROSSING,400.0,37666.0,4420.4,74.1,25272.0,0.0,0.0,193.0,157.0,63.0,174.0,47.0,96.0,17.0,18.0,11732.0,1105.0,1123.0,681.0,3309.0,228.0,884.0,1866.0
3732,"17 Branton Road, 
HOPPERS CROSSING VIC 3029",HOPPERS CROSSING,420.0,37666.0,4420.4,74.1,25272.0,0.0,0.0,193.0,157.0,63.0,174.0,47.0,96.0,17.0,18.0,11732.0,1105.0,1123.0,681.0,3309.0,228.0,884.0,1866.0
3733,"32 Wildflower Crescent, 
HOPPERS CROSSING VIC 3029",HOPPERS CROSSING,400.0,37666.0,4420.4,74.1,25272.0,0.0,0.0,193.0,157.0,63.0,174.0,47.0,96.0,17.0,18.0,11732.0,1105.0,1123.0,681.0,3309.0,228.0,884.0,1866.0
3734,"43 Virgilia Drive, 
HOPPERS CROSSING VIC 3029",HOPPERS CROSSING,400.0,37666.0,4420.4,74.1,25272.0,0.0,0.0,193.0,157.0,63.0,174.0,47.0,96.0,17.0,18.0,11732.0,1105.0,1123.0,681.0,3309.0,228.0,884.0,1866.0
3735,"21/79-89 Lancefield Drive, 
CAROLINE SPRINGS VIC 3023",CAROLINE SPRINGS,440.0,20643.0,2969.1,35.4,14190.0,0.0,0.0,44.0,126.0,58.0,87.0,24.0,74.0,9.0,5.0,5975.0,526.0,341.0,401.0,1361.0,51.0,330.0,1133.0
3736,"31 Pelham Drive, 
CLYDE VIC 3978",CLYDE,440.0,25665.0,2310.5,61.8,16978.0,0.0,0.0,51.0,73.0,56.0,126.0,12.0,69.0,6.0,383.0,7644.0,171.0,0.0,831.0,1459.0,54.0,404.0,2329.0
3737,CRAIGIEBURN VIC 3064,CRAIGIEBURN,440.0,57607.0,11196.5,125.9,38853.0,0.0,0.0,161.0,196.0,94.0,272.0,53.0,158.0,19.0,220.0,15458.0,2030.0,204.0,1523.0,4657.0,129.0,1266.0,3852.0
3738,"6 Native Street, 
CRAIGIEBURN VIC 3064",CRAIGIEBURN,440.0,57607.0,11196.5,125.9,38853.0,0.0,0.0,161.0,196.0,94.0,272.0,53.0,158.0,19.0,220.0,15458.0,2030.0,204.0,1523.0,4657.0,129.0,1266.0,3852.0
3739,"101/6 Podmore Street, 
DANDENONG VIC 3175",DANDENONG,440.0,54169.0,5306.299999999999,105.8,35871.0,0.0,0.0,207.0,259.0,263.0,438.0,69.0,331.0,24.0,110.0,12152.0,5534.0,2756.0,992.0,7356.0,1157.0,1364.0,2324.0
3740,"2808B/100 Harbour Esplanade, 
DOCKLANDS VIC 3008",DOCKLANDS,440.0,15942.0,6522.9,32.5,13715.0,0.0,0.0,45.0,116.0,313.0,135.0,55.0,251.0,3.0,2.0,59.0,152.0,10602.0,411.0,5056.0,18.0,1602.0,1451.0
3741,"7 Davey Avenue, 
DROMANA VIC 3936",DROMANA,440.0,13460.0,298.7,51.4,7548.0,0.0,0.0,53.0,52.0,44.0,62.0,23.0,66.0,3.0,95.0,7246.0,1339.0,224.0,405.0,1276.0,10.0,58.0,931.0
3742,"2/37 Nepean Highway, 
ELSTERNWICK VIC 3185",ELSTERNWICK,440.0,12032.0,4204.6,38.3,8071.0,0.0,0.0,23.0,170.0,120.0,59.0,33.0,84.0,3.0,52.0,2058.0,1077.0,2613.0,426.0,1957.0,29.0,421.0,1548.0
3743,"6/12 Beavis Street, 
ELSTERNWICK VIC 3185",ELSTERNWICK,440.0,12032.0,4204.6,38.3,8071.0,0.0,0.0,23.0,170.0,120.0,59.0,33.0,84.0,3.0,52.0,2058.0,1077.0,2613.0,426.0,1957.0,29.0,421.0,1548.0
3744,"8/12 Beavis Street, 
ELSTERNWICK VIC 3185",ELSTERNWICK,440.0,12032.0,4204.6,38.3,8071.0,0.0,0.0,23.0,170.0,120.0,59.0,33.0,84.0,3.0,52.0,2058.0,1077.0,2613.0,426.0,1957.0,29.0,421.0,1548.0
3745,"1406/677 La Trobe Street, 
DOCKLANDS VIC 3008",DOCKLANDS,900.0,15942.0,6522.9,32.5,13715.0,0.0,0.0,45.0,116.0,313.0,135.0,55.0,251.0,3.0,2.0,59.0,152.0,10602.0,411.0,5056.0,18.0,1602.0,1451.0
3746,"276A WAVERLEY ROAD, 
MOUNT WAVERLEY VIC 3149",MOUNT WAVERLEY,900.0,35716.0,4743.200000000001,80.3,23090.0,0.0,0.0,39.0,350.0,290.0,247.0,72.0,218.0,14.0,114.0,9457.0,1385.0,3011.0,955.0,3026.0,135.0,861.0,2359.0
3747,"402G/93 Dow Street, 
PORT MELBOURNE VIC 3207",PORT MELBOURNE,868.0,16373.0,5869.7,43.2,11248.0,0.0,0.0,46.0,151.0,173.0,119.0,37.0,122.0,3.0,27.0,522.0,3615.0,4826.0,522.0,3066.0,44.0,379.0,1786.0
3748,"501A/72 Ascot Vale Road, 
FLEMINGTON VIC 3031",FLEMINGTON,870.0,9190.0,5813.5,34.2,6950.0,0.0,0.0,44.0,62.0,32.0,28.0,13.0,46.0,3.0,17.0,926.0,940.0,3285.0,324.0,2456.0,56.0,579.0,1183.0
3749,"13 Windermere Street, 
KEYSBOROUGH VIC 3173",KEYSBOROUGH,870.0,30488.0,2947.4,74.1,20238.0,0.0,0.0,51.0,133.0,81.0,156.0,21.0,142.0,11.0,76.0,8714.0,955.0,113.0,901.0,1710.0,176.0,468.0,2072.0
3750,"2/107 Addison Street, 
ELWOOD VIC 3184",ELWOOD,875.0,15041.0,5891.5,37.9,11480.0,0.0,0.0,40.0,144.0,79.0,80.0,44.0,51.0,3.0,77.0,1129.0,1169.0,6576.0,415.0,3639.0,66.0,530.0,1641.0
3751,"194 Hawdon Street, 
HEIDELBERG VIC 3084",HEIDELBERG,875.0,15038.0,2247.4,35.3,10669.0,0.0,0.0,139.0,118.0,35.0,77.0,18.0,49.0,6.0,77.0,4091.0,2466.0,472.0,353.0,2818.0,208.0,354.0,1058.0
3752,"2/115 Albion Street, 
BRUNSWICK VIC 3056",BRUNSWICK,550.0,53768.0,20807.5,136.6,42314.0,0.0,0.0,299.0,431.0,183.0,197.0,120.0,360.0,16.0,215.0,8601.0,7170.0,12379.0,1667.0,11861.0,278.0,3124.0,5812.0
3753,"504/4 Breese Street, 
BRUNSWICK VIC 3056",BRUNSWICK,550.0,53768.0,20807.5,136.6,42314.0,0.0,0.0,299.0,431.0,183.0,197.0,120.0,360.0,16.0,215.0,8601.0,7170.0,12379.0,1667.0,11861.0,278.0,3124.0,5812.0
3754,"64 Cunningham Chase, 
BURNSIDE HEIGHTS VIC 3023",BURNSIDE HEIGHTS,550.0,6442.0,3228.4,33.4,4211.0,0.0,0.0,3.0,20.0,14.0,36.0,5.0,17.0,3.0,1.0,1637.0,170.0,0.0,411.0,309.0,6.0,120.0,1087.0
3755,"9 Green Court, 
BURNSIDE HEIGHTS VIC 3023",BURNSIDE HEIGHTS,550.0,6442.0,3228.4,33.4,4211.0,0.0,0.0,3.0,20.0,14.0,36.0,5.0,17.0,3.0,1.0,1637.0,170.0,0.0,411.0,309.0,6.0,120.0,1087.0
3756,"29 Clementson Drive, 
CAROLINE SPRINGS VIC 3023",CAROLINE SPRINGS,550.0,20643.0,2969.1,35.4,14190.0,0.0,0.0,44.0,126.0,58.0,87.0,24.0,74.0,9.0,5.0,5975.0,526.0,341.0,401.0,1361.0,51.0,330.0,1133.0
3757,"3 Meyers Lane, 
CAROLINE SPRINGS VIC 3023",CAROLINE SPRINGS,550.0,20643.0,2969.1,35.4,14190.0,0.0,0.0,44.0,126.0,58.0,87.0,24.0,74.0,9.0,5.0,5975.0,526.0,341.0,401.0,1361.0,51.0,330.0,1133.0
3758,"507/55 Beach Street, 
PORT MELBOURNE VIC 3207",PORT MELBOURNE,875.0,16373.0,5869.7,43.2,11248.0,0.0,0.0,46.0,151.0,173.0,119.0,37.0,122.0,3.0,27.0,522.0,3615.0,4826.0,522.0,3066.0,44.0,379.0,1786.0
3759,"2/7 Wellington Street, 
RICHMOND VIC 3121",RICHMOND,875.0,14083.0,7322.3,34.3,11182.0,0.0,0.0,48.0,325.0,111.0,82.0,40.0,136.0,0.0,22.0,800.0,1760.0,5641.0,400.0,4011.0,80.0,872.0,1539.0
3760,"811/246 Church St, 
RICHMOND VIC 3121",RICHMOND,875.0,14083.0,7322.3,34.3,11182.0,0.0,0.0,48.0,325.0,111.0,82.0,40.0,136.0,0.0,22.0,800.0,1760.0,5641.0,400.0,4011.0,80.0,872.0,1539.0
3761,"34 Smith St, 
RICHMOND VIC 3121",RICHMOND,875.0,14083.0,7322.3,34.3,11182.0,0.0,0.0,48.0,325.0,111.0,82.0,40.0,136.0,0.0,22.0,800.0,1760.0,5641.0,400.0,4011.0,80.0,872.0,1539.0
3762,"1209/35 Malcolm Street, 
SOUTH YARRA VIC 3141",SOUTH YARRA,875.0,28123.0,21662.199999999997,106.5,22280.0,0.0,0.0,76.0,497.0,622.0,236.0,87.0,356.0,6.0,79.0,1181.0,2094.0,15905.0,1278.0,8671.0,64.0,1947.0,5129.0
3763,"102/246 Church St, 
RICHMOND VIC 3121",RICHMOND,880.0,14083.0,7322.3,34.3,11182.0,0.0,0.0,48.0,325.0,111.0,82.0,40.0,136.0,0.0,22.0,800.0,1760.0,5641.0,400.0,4011.0,80.0,872.0,1539.0
3764,"3/9 Potter Street, 
DANDENONG VIC 3175",DANDENONG,400.0,54169.0,5306.299999999999,105.8,35871.0,0.0,0.0,207.0,259.0,263.0,438.0,69.0,331.0,24.0,110.0,12152.0,5534.0,2756.0,992.0,7356.0,1157.0,1364.0,2324.0
3765,"2811B/100 Harbour Esplanade, 
DOCKLANDS VIC 3008",DOCKLANDS,400.0,15942.0,6522.9,32.5,13715.0,0.0,0.0,45.0,116.0,313.0,135.0,55.0,251.0,3.0,2.0,59.0,152.0,10602.0,411.0,5056.0,18.0,1602.0,1451.0
3766,"5/56 Byron Street, 
ELWOOD VIC 3184",ELWOOD,400.0,15041.0,5891.5,37.9,11480.0,0.0,0.0,40.0,144.0,79.0,80.0,44.0,51.0,3.0,77.0,1129.0,1169.0,6576.0,415.0,3639.0,66.0,530.0,1641.0
3767,"unit 5/45 Rufus Street, 
EPPING VIC 3076",EPPING,400.0,33834.0,3899.2,108.1,22572.0,0.0,0.0,188.0,146.0,64.0,143.0,43.0,133.0,12.0,40.0,9430.0,2155.0,314.0,1091.0,3144.0,127.0,828.0,2818.0
3768,"11 Chettam Street, 
EPPING VIC 3076",EPPING,400.0,33834.0,3899.2,108.1,22572.0,0.0,0.0,188.0,146.0,64.0,143.0,43.0,133.0,12.0,40.0,9430.0,2155.0,314.0,1091.0,3144.0,127.0,828.0,2818.0
3769,"5/34 Coulstock Street, 
EPPING VIC 3076",EPPING,400.0,33834.0,3899.2,108.1,22572.0,0.0,0.0,188.0,146.0,64.0,143.0,43.0,133.0,12.0,40.0,9430.0,2155.0,314.0,1091.0,3144.0,127.0,828.0,2818.0
3770,"12/17 Bulla Road, 
ESSENDON VIC 3040",ESSENDON,400.0,12313.0,3464.3,37.4,8783.0,0.0,0.0,43.0,160.0,107.0,53.0,23.0,100.0,4.0,52.0,2256.0,1311.0,2670.0,371.0,2156.0,42.0,625.0,1459.0
3771,"7/31 Norwood Street, 
FLEMINGTON VIC 3031",FLEMINGTON,400.0,9190.0,5813.5,34.2,6950.0,0.0,0.0,44.0,62.0,32.0,28.0,13.0,46.0,3.0,17.0,926.0,940.0,3285.0,324.0,2456.0,56.0,579.0,1183.0
3772,"1703/1 Ascot Vale Road, 
FLEMINGTON VIC 3031",FLEMINGTON,400.0,9190.0,5813.5,34.2,6950.0,0.0,0.0,44.0,62.0,32.0,28.0,13.0,46.0,3.0,17.0,926.0,940.0,3285.0,324.0,2456.0,56.0,579.0,1183.0
3773,"2/23-25 Steet Street, 
FOOTSCRAY VIC 3011",FOOTSCRAY,400.0,17420.0,3507.1,34.1,13694.0,0.0,0.0,82.0,200.0,91.0,138.0,41.0,190.0,5.0,248.0,2695.0,1326.0,5031.0,355.0,4123.0,278.0,1360.0,1233.0
3774,"301/40 Buckley Street, 
FOOTSCRAY VIC 3011",FOOTSCRAY,400.0,17420.0,3507.1,34.1,13694.0,0.0,0.0,82.0,200.0,91.0,138.0,41.0,190.0,5.0,248.0,2695.0,1326.0,5031.0,355.0,4123.0,278.0,1360.0,1233.0
3775,"3/6 Eldridge Street, 
FOOTSCRAY VIC 3011",FOOTSCRAY,400.0,17420.0,3507.1,34.1,13694.0,0.0,0.0,82.0,200.0,91.0,138.0,41.0,190.0,5.0,248.0,2695.0,1326.0,5031.0,355.0,4123.0,278.0,1360.0,1233.0
3776,"13/24 Empire Street, 
FOOTSCRAY VIC 3011",FOOTSCRAY,400.0,17420.0,3507.1,34.1,13694.0,0.0,0.0,82.0,200.0,91.0,138.0,41.0,190.0,5.0,248.0,2695.0,1326.0,5031.0,355.0,4123.0,278.0,1360.0,1233.0
