,Address,Suburb,Prices,Type_Apartment,Type_House,Type_Townhouse,Estimated resident population (no.),Population density (persons/km2),Median age - persons (years),Working age population (aged 15-64 years) (no.),Employed (no.),Unemployed (no.),Renter (no.),Health care and social assistance (no.),Financial and insurance services (no.),Administrative and support services (no.),Education and training (no.),Accommodation and food services (no.),Public administration and safety (no.),Value of residential building ($m),Houses - total (no.),Townhouses - total (no.),Apartments - total (no.),Median weekly household rental payment ($),Rented (no.),Count of homeless persons (no.),"Used at least one form of public transport (train, tram, bus, ferry) (no.)",Extracted_Address,latitude,longitude,num_stops,num_stations,num_schools,num_landmarks,distance to CBD,total_transport,Bedroom,Bathroom,Median equivalised total household income (weekly) ($)
261,"504/800 Sydney Road, 
BRUNSWICK VIC 3056",BRUNSWICK,620.0,1,0,0,53768.0,20807.5,136.6,42314.0,0.0,0.0,299.0,431.0,183.0,197.0,120.0,360.0,16.0,215.0,8601.0,7170.0,12379.0,1667.0,11861.0,278.0,3124.0,"800 Sydney Road, 
BRUNSWICK VIC 3056",-37.760734,144.9632159,7.0,1.0,31.0,0.0,3.1,8.0,2,2,3406.0
262,"10/2 Ambrose Treacy Drive, 
BUNDOORA VIC 3083",BUNDOORA,620.0,0,0,1,16164.0,4872.6,79.4,10317.0,0.0,0.0,73.0,124.0,41.0,71.0,14.0,67.0,3.0,26.0,5611.0,730.0,188.0,765.0,1484.0,120.0,407.0,"2 Ambrose Treacy Drive, 
BUNDOORA VIC 3083",-37.6896218,145.0719789,1.0,0.0,11.0,0.0,15.9,1.0,4,2,5812.0
263,"46 Chancellor Avenue, 
BUNDOORA VIC 3083",BUNDOORA,620.0,0,0,1,16164.0,4872.6,79.4,10317.0,0.0,0.0,73.0,124.0,41.0,71.0,14.0,67.0,3.0,26.0,5611.0,730.0,188.0,765.0,1484.0,120.0,407.0,"46 Chancellor Avenue, 
BUNDOORA VIC 3083",-37.6823227,145.0713186,3.0,0.0,0.0,0.0,16.7,3.0,3,1,5812.0
264,"102/1254-1258 Glen Huntly Road, 
CARNEGIE VIC 3163",CARNEGIE,620.0,1,0,0,18803.0,4942.3,36.0,13392.0,0.0,0.0,27.0,131.0,91.0,83.0,25.0,92.0,3.0,74.0,2749.0,2556.0,4131.0,395.0,3460.0,90.0,978.0,"1254-1258 Glen Huntly Road, 
CARNEGIE VIC 3163",-37.8902121,145.048798,10.0,1.0,23.0,0.0,20.5,11.0,2,2,5812.0
265,"4 Hall Street, 
COBURG VIC 3058",COBURG,620.0,0,1,0,35372.0,9577.7,112.0,24819.0,0.0,0.0,134.0,266.0,114.0,138.0,53.0,174.0,11.0,70.0,9813.0,3556.0,1545.0,1267.0,4343.0,144.0,1461.0,"4 Hall Street, 
COBURG VIC 3058",-37.7530104,144.9614112,6.0,1.0,26.0,0.0,4.2,7.0,3,1,5812.0
266,"205/44 Bedford Street, 
COLLINGWOOD VIC 3066",COLLINGWOOD,620.0,1,0,0,9348.0,7378.6,33.2,7787.0,0.0,0.0,51.0,99.0,88.0,102.0,45.0,134.0,5.0,42.0,290.0,1377.0,3948.0,425.0,2888.0,28.0,492.0,"44 Bedford Street, 
COLLINGWOOD VIC 3066",-37.8015771,144.98484087830013,5.0,0.0,37.0,0.0,4.5,5.0,2,1,3306.0
267,"19 Mountleigh Circuit, 
CRAIGIEBURN VIC 3064",CRAIGIEBURN,620.0,0,1,0,57607.0,11196.5,125.9,38853.0,0.0,0.0,161.0,196.0,94.0,272.0,53.0,158.0,19.0,220.0,15458.0,2030.0,204.0,1523.0,4657.0,129.0,1266.0,"19 Mountleigh Circuit, 
CRAIGIEBURN VIC 3064",-37.5901591,144.8967127,0.0,0.0,0.0,0.0,35.3,0.0,4,3,5129.0
268,"17 Merrica Court, 
CRAIGIEBURN VIC 3064",CRAIGIEBURN,620.0,0,1,0,57607.0,11196.5,125.9,38853.0,0.0,0.0,161.0,196.0,94.0,272.0,53.0,158.0,19.0,220.0,15458.0,2030.0,204.0,1523.0,4657.0,129.0,1266.0,"17 Merrica Court, 
CRAIGIEBURN VIC 3064",-37.5671879,144.9033553,0.0,0.0,7.0,0.0,39.0,0.0,4,3,1468.0
269,"4 Merlyn Street, 
MARIBYRNONG VIC 3032",MARIBYRNONG,450.0,0,1,0,12715.0,2314.6,35.8,9554.0,0.0,0.0,41.0,112.0,45.0,68.0,26.0,83.0,3.0,39.0,1893.0,1801.0,2334.0,396.0,1913.0,51.0,452.0,"4 Merlyn Street, 
MARIBYRNONG VIC 3032",-37.78392085,144.88590262642904,3.0,0.0,16.0,0.0,9.7,3.0,2,1,1117.0
270,"3/187 Elder Street, 
GREENSBOROUGH VIC 3088",GREENSBOROUGH,450.0,1,0,0,20997.0,2079.4,41.7,12959.0,0.0,0.0,49.0,110.0,89.0,51.0,30.0,60.0,5.0,31.0,6857.0,1184.0,212.0,400.0,1385.0,41.0,399.0,"187 Elder Street, 
GREENSBOROUGH VIC 3088",-37.7146798,145.0950478,0.0,0.0,13.0,0.0,20.6,0.0,2,1,5812.0
271,"213/76 Darebin Street, 
HEIDELBERG VIC 3084",HEIDELBERG,450.0,1,0,0,15038.0,2247.4,35.3,10669.0,0.0,0.0,139.0,118.0,35.0,77.0,18.0,49.0,6.0,77.0,4091.0,2466.0,472.0,353.0,2818.0,208.0,354.0,"76 Darebin Street, 
HEIDELBERG VIC 3084",-37.7538639,145.063448,0.0,1.0,18.0,0.0,15.0,1.0,2,1,1870.0
272,"55 Quinn Street, 
HEIDELBERG VIC 3084",HEIDELBERG,450.0,0,1,0,15038.0,2247.4,35.3,10669.0,0.0,0.0,139.0,118.0,35.0,77.0,18.0,49.0,6.0,77.0,4091.0,2466.0,472.0,353.0,2818.0,208.0,354.0,"55 Quinn Street, 
HEIDELBERG VIC 3084",-37.7504079,145.0716372,0.0,0.0,15.0,0.0,14.9,0.0,3,1,1870.0
273,"43A Claremont Cres, 
HOPPERS CROSSING VIC 3029",HOPPERS CROSSING,450.0,0,1,0,37666.0,4420.4,74.1,25272.0,0.0,0.0,193.0,157.0,63.0,174.0,47.0,96.0,17.0,18.0,11732.0,1105.0,1123.0,681.0,3309.0,228.0,884.0,"43A Claremont Cres, 
HOPPERS CROSSING VIC 3029",-37.8837044,144.6847654,0.0,0.0,14.0,0.0,34.3,0.0,3,1,1306.0
274,"1/7 Cation Avenue, 
HOPPERS CROSSING VIC 3029",HOPPERS CROSSING,450.0,1,0,0,37666.0,4420.4,74.1,25272.0,0.0,0.0,193.0,157.0,63.0,174.0,47.0,96.0,17.0,18.0,11732.0,1105.0,1123.0,681.0,3309.0,228.0,884.0,"7 Cation Avenue, 
HOPPERS CROSSING VIC 3029",-37.8649857,144.6889774,0.0,0.0,19.0,0.0,45.5,0.0,3,2,3730.0
275,"12 Tudor Court, 
HOPPERS CROSSING VIC 3029",HOPPERS CROSSING,450.0,0,1,0,37666.0,4420.4,74.1,25272.0,0.0,0.0,193.0,157.0,63.0,174.0,47.0,96.0,17.0,18.0,11732.0,1105.0,1123.0,681.0,3309.0,228.0,884.0,"12 Tudor Court, 
HOPPERS CROSSING VIC 3029",-37.8678751,144.706566,0.0,0.0,13.0,0.0,44.8,0.0,3,1,1693.0
276,"3/28 David Street, 
DANDENONG VIC 3175",DANDENONG,470.0,1,0,0,54169.0,5306.299999999999,105.8,35871.0,0.0,0.0,207.0,259.0,263.0,438.0,69.0,331.0,24.0,110.0,12152.0,5534.0,2756.0,992.0,7356.0,1157.0,1364.0,"28 David Street, 
DANDENONG VIC 3175",-37.9755476,145.2042924,0.0,0.0,13.0,0.0,46.1,0.0,2,1,3852.0
277,"4 Columbia Court, 
DEER PARK VIC 3023",DEER PARK,470.0,0,1,0,18230.0,2257.1,35.3,11941.0,0.0,0.0,55.0,47.0,29.0,91.0,10.0,54.0,3.0,9.0,5721.0,810.0,55.0,350.0,1717.0,174.0,430.0,"4 Columbia Court, 
DEER PARK VIC 3023",-37.7535202,144.7576837,0.0,0.0,0.0,0.0,27.6,0.0,3,2,3852.0
278,"21 Lindbergh Boulevard, 
DIGGERS REST VIC 3427",DIGGERS REST,470.0,0,1,0,5297.0,102.1,32.7,3732.0,0.0,0.0,37.0,5.0,10.0,14.0,3.0,4.0,0.0,61.0,1950.0,161.0,0.0,396.0,402.0,0.0,145.0,"21 Lindbergh Boulevard, 
DIGGERS REST VIC 3427",-37.6203451,144.6970636,0.0,0.0,0.0,0.0,35.4,0.0,3,2,1311.0
279,"1714/100 Harbour Esplanade, 
DOCKLANDS VIC 3008",DOCKLANDS,470.0,1,0,0,15942.0,6522.9,32.5,13715.0,0.0,0.0,45.0,116.0,313.0,135.0,55.0,251.0,3.0,2.0,59.0,152.0,10602.0,411.0,5056.0,18.0,1602.0,"100 Harbour Esplanade, 
DOCKLANDS VIC 3008",-37.8182734,144.9471193241901,6.0,0.0,0.0,4.0,7.1,6.0,1,1,1215.0
280,"4 Woodridge Crescent, 
DOREEN VIC 3754",DOREEN,470.0,0,1,0,27064.0,3853.6,66.6,17539.0,0.0,0.0,144.0,81.0,38.0,83.0,13.0,42.0,9.0,93.0,8611.0,492.0,32.0,786.0,1856.0,37.0,446.0,"4 Woodridge Crescent, 
DOREEN VIC 3754",-37.6037562,145.1104723,0.0,0.0,0.0,0.0,27.9,0.0,4,2,1058.0
281,"2/1 Canna Street, 
DROMANA VIC 3936",DROMANA,470.0,1,0,0,13460.0,298.7,51.4,7548.0,0.0,0.0,53.0,52.0,44.0,62.0,23.0,66.0,3.0,95.0,7246.0,1339.0,224.0,405.0,1276.0,10.0,58.0,"1 Canna Street, 
DROMANA VIC 3936",-38.3382284,144.9774937,0.0,0.0,0.0,0.0,96.3,0.0,3,1,1058.0
282,"1/42 McCulloch Street, 
DROMANA VIC 3936",DROMANA,470.0,1,0,0,13460.0,298.7,51.4,7548.0,0.0,0.0,53.0,52.0,44.0,62.0,23.0,66.0,3.0,95.0,7246.0,1339.0,224.0,405.0,1276.0,10.0,58.0,"42 McCulloch Street, 
DROMANA VIC 3936",-38.3347265,144.9613806,0.0,0.0,0.0,0.0,97.0,0.0,2,1,1866.0
283,"7/10 Parkside Street, 
ELSTERNWICK VIC 3185",ELSTERNWICK,470.0,1,0,0,12032.0,4204.6,38.3,8071.0,0.0,0.0,23.0,170.0,120.0,59.0,33.0,84.0,3.0,52.0,2058.0,1077.0,2613.0,426.0,1957.0,29.0,421.0,"10 Parkside Street, 
ELSTERNWICK VIC 3185",-37.8885973,145.0108279,4.0,0.0,31.0,0.0,16.3,4.0,2,1,1866.0
284,"5 Duke Street, 
EPPING VIC 3076",EPPING,470.0,0,0,1,33834.0,3899.2,108.1,22572.0,0.0,0.0,188.0,146.0,64.0,143.0,43.0,133.0,12.0,40.0,9430.0,2155.0,314.0,1091.0,3144.0,127.0,828.0,"5 Duke Street, 
EPPING VIC 3076",-37.6284042,145.0168108,0.0,0.0,8.0,0.0,33.3,0.0,3,2,1866.0
285,"7/7 Willow St, 
ESSENDON VIC 3040",ESSENDON,470.0,1,0,0,12313.0,3464.3,37.4,8783.0,0.0,0.0,43.0,160.0,107.0,53.0,23.0,100.0,4.0,52.0,2256.0,1311.0,2670.0,371.0,2156.0,42.0,625.0,"7 Willow St, 
ESSENDON VIC 3040",-37.7562278,144.9191479,5.0,1.0,32.0,0.0,6.9,6.0,2,1,2324.0
286,"4/23 Grice crescent, 
ESSENDON VIC 3040",ESSENDON,470.0,0,1,0,12313.0,3464.3,37.4,8783.0,0.0,0.0,43.0,160.0,107.0,53.0,23.0,100.0,4.0,52.0,2256.0,1311.0,2670.0,371.0,2156.0,42.0,625.0,"23 Grice crescent, 
ESSENDON VIC 3040",-37.751517,144.9168203,2.0,2.0,31.0,0.0,8.2,4.0,2,1,821.0
287,"1608/1 Ascot Vale Road, 
FLEMINGTON VIC 3031",FLEMINGTON,470.0,1,0,0,9190.0,5813.5,34.2,6950.0,0.0,0.0,44.0,62.0,32.0,28.0,13.0,46.0,3.0,17.0,926.0,940.0,3285.0,324.0,2456.0,56.0,579.0,"1 Ascot Vale Road, 
FLEMINGTON VIC 3031",-37.7868268,144.92112866942296,6.0,1.0,29.0,2.0,6.4,7.0,1,1,1198.0
288,"303B/72 Ascot Vale Road, 
FLEMINGTON VIC 3031",FLEMINGTON,470.0,1,0,0,9190.0,5813.5,34.2,6950.0,0.0,0.0,44.0,62.0,32.0,28.0,13.0,46.0,3.0,17.0,926.0,940.0,3285.0,324.0,2456.0,56.0,579.0,"72 Ascot Vale Road, 
FLEMINGTON VIC 3031",-37.7871796,144.9214835,6.0,1.0,29.0,2.0,6.5,7.0,1,1,1451.0
289,"29 Kernot Parade, 
CLYDE VIC 3978",CLYDE,610.0,0,1,0,25665.0,2310.5,61.8,16978.0,0.0,0.0,51.0,73.0,56.0,126.0,12.0,69.0,6.0,383.0,7644.0,171.0,0.0,831.0,1459.0,54.0,404.0,"29 Kernot Parade, 
CLYDE VIC 3978",-38.1251816,145.3339971,0.0,0.0,0.0,0.0,67.5,0.0,4,2,2330.0
290,"101/12 Waterview Walk, 
DOCKLANDS VIC 3008",DOCKLANDS,610.0,1,0,0,15942.0,6522.9,32.5,13715.0,0.0,0.0,45.0,116.0,313.0,135.0,55.0,251.0,3.0,2.0,59.0,152.0,10602.0,411.0,5056.0,18.0,1602.0,"12 Waterview Walk, 
DOCKLANDS VIC 3008",-37.8191279,144.947233,1.0,0.0,0.0,4.0,7.4,1.0,2,2,931.0
291,"1505/6 Joseph Road, 
FOOTSCRAY VIC 3011",FOOTSCRAY,610.0,1,0,0,17420.0,3507.1,34.1,13694.0,0.0,0.0,82.0,200.0,91.0,138.0,41.0,190.0,5.0,248.0,2695.0,1326.0,5031.0,355.0,4123.0,278.0,1360.0,"6 Joseph Road, 
FOOTSCRAY VIC 3011",-37.7993936,144.9096718,0.0,0.0,12.0,0.0,8.9,0.0,2,2,931.0
292,"407/8 Joseph Road, 
FOOTSCRAY VIC 3011",FOOTSCRAY,610.0,1,0,0,17420.0,3507.1,34.1,13694.0,0.0,0.0,82.0,200.0,91.0,138.0,41.0,190.0,5.0,248.0,2695.0,1326.0,5031.0,355.0,4123.0,278.0,1360.0,"8 Joseph Road, 
FOOTSCRAY VIC 3011",-37.7982376,144.914181,0.0,0.0,11.0,0.0,9.4,0.0,2,2,1548.0
293,"1504/6 Joseph Road, 
FOOTSCRAY VIC 3011",FOOTSCRAY,610.0,1,0,0,17420.0,3507.1,34.1,13694.0,0.0,0.0,82.0,200.0,91.0,138.0,41.0,190.0,5.0,248.0,2695.0,1326.0,5031.0,355.0,4123.0,278.0,1360.0,"6 Joseph Road, 
FOOTSCRAY VIC 3011",-37.7993936,144.9096718,0.0,0.0,12.0,0.0,8.9,0.0,2,2,2818.0
294,"1401/2 Joseph Road, 
FOOTSCRAY VIC 3011",FOOTSCRAY,610.0,1,0,0,17420.0,3507.1,34.1,13694.0,0.0,0.0,82.0,200.0,91.0,138.0,41.0,190.0,5.0,248.0,2695.0,1326.0,5031.0,355.0,4123.0,278.0,1360.0,"2 Joseph Road, 
FOOTSCRAY VIC 3011",-37.8003238,144.9095079,0.0,0.0,11.0,0.0,8.8,0.0,2,2,1459.0
295,"1101/2 Joseph Road, 
FOOTSCRAY VIC 3011",FOOTSCRAY,610.0,1,0,0,17420.0,3507.1,34.1,13694.0,0.0,0.0,82.0,200.0,91.0,138.0,41.0,190.0,5.0,248.0,2695.0,1326.0,5031.0,355.0,4123.0,278.0,1360.0,"2 Joseph Road, 
FOOTSCRAY VIC 3011",-37.8003238,144.9095079,0.0,0.0,11.0,0.0,8.8,0.0,2,2,1459.0
296,"1110/2 Joseph Road, 
FOOTSCRAY VIC 3011",FOOTSCRAY,610.0,1,0,0,17420.0,3507.1,34.1,13694.0,0.0,0.0,82.0,200.0,91.0,138.0,41.0,190.0,5.0,248.0,2695.0,1326.0,5031.0,355.0,4123.0,278.0,1360.0,"2 Joseph Road, 
FOOTSCRAY VIC 3011",-37.8003238,144.9095079,0.0,0.0,11.0,0.0,8.8,0.0,2,2,1183.0
297,"23a Mount View Court, 
FRANKSTON VIC 3199",FRANKSTON,610.0,0,0,1,62521.0,4843.5,121.2,39777.0,0.0,0.0,455.0,371.0,155.0,218.0,76.0,176.0,12.0,68.0,21147.0,4743.0,1416.0,1096.0,8000.0,650.0,751.0,"23a Mount View Court, 
FRANKSTON VIC 3199",-38.1547605,145.1286932,0.0,0.0,12.0,0.0,66.8,0.0,3,2,1183.0
298,"44 Yuille Street, 
FRANKSTON VIC 3199",FRANKSTON,610.0,0,1,0,62521.0,4843.5,121.2,39777.0,0.0,0.0,455.0,371.0,155.0,218.0,76.0,176.0,12.0,68.0,21147.0,4743.0,1416.0,1096.0,8000.0,650.0,751.0,"44 Yuille Street, 
FRANKSTON VIC 3199",-38.1488042,145.1268374,0.0,0.0,12.0,0.0,66.9,0.0,3,2,2329.0
299,"24 Wilson Road, 
GLEN WAVERLEY VIC 3150",GLEN WAVERLEY,610.0,0,1,0,43223.0,5167.6,81.2,27582.0,0.0,0.0,31.0,498.0,237.0,202.0,72.0,305.0,6.0,137.0,12642.0,1769.0,2120.0,962.0,3910.0,168.0,1127.0,"24 Wilson Road, 
GLEN WAVERLEY VIC 3150",-37.8858445,145.1691163,0.0,0.0,21.0,0.0,37.8,0.0,3,1,1451.0
300,"1/31 Trevannion Street, 
GLENROY VIC 3046",GLENROY,610.0,0,0,1,23965.0,5837.200000000001,68.1,16418.0,0.0,0.0,72.0,102.0,35.0,114.0,30.0,71.0,29.0,56.0,5727.0,3314.0,909.0,738.0,3218.0,129.0,1254.0,"31 Trevannion Street, 
GLENROY VIC 3046",-37.6988336,144.9186149,0.0,1.0,22.0,0.0,12.7,1.0,3,2,1233.0
301,"14A Ethel Street, 
MALVERN VIC 3144",MALVERN,5000.0,0,1,0,22221.0,2936.7,38.2,14931.0,0.0,0.0,25.0,320.0,184.0,122.0,54.0,103.0,0.0,105.0,4789.0,2224.0,2731.0,421.0,2540.0,205.0,746.0,"14A Ethel Street, 
MALVERN VIC 3144",-37.8491014,145.0376521,2.0,1.0,0.0,0.0,15.2,3.0,4,4,1233.0
302,"32 Ovens Street, 
YARRAVILLE VIC 3013",YARRAVILLE,680.0,0,1,0,15653.0,2785.2,37.2,11006.0,0.0,0.0,56.0,98.0,72.0,65.0,29.0,75.0,13.0,45.0,4727.0,1123.0,858.0,462.0,1991.0,55.0,572.0,"32 Ovens Street, 
YARRAVILLE VIC 3013",-37.8178424,144.887936,0.0,0.0,14.0,0.0,12.3,0.0,2,1,1233.0
303,"506/470 Smith Street, 
COLLINGWOOD VIC 3066",COLLINGWOOD,685.0,1,0,0,9348.0,7378.6,33.2,7787.0,0.0,0.0,51.0,99.0,88.0,102.0,45.0,134.0,5.0,42.0,290.0,1377.0,3948.0,425.0,2888.0,28.0,492.0,"470 Smith Street, 
COLLINGWOOD VIC 3066",-37.79458755,144.98532849848002,7.0,0.0,35.0,0.0,3.7,7.0,2,2,1233.0
304,"52 Arthur Street, 
DROMANA VIC 3936",DROMANA,685.0,0,1,0,13460.0,298.7,51.4,7548.0,0.0,0.0,53.0,52.0,44.0,62.0,23.0,66.0,3.0,95.0,7246.0,1339.0,224.0,405.0,1276.0,10.0,58.0,"52 Arthur Street, 
DROMANA VIC 3936",-38.3376024,144.9640301,0.0,0.0,0.0,0.0,97.1,0.0,4,2,1233.0
305,FAWKNER VIC 3060,FAWKNER,685.0,0,0,1,14193.0,2791.3,34.8,8969.0,0.0,0.0,36.0,63.0,14.0,63.0,17.0,47.0,6.0,26.0,4386.0,861.0,25.0,380.0,1410.0,69.0,460.0,FAWKNER VIC 3060,-37.7146727,144.9605203,0.0,0.0,19.0,0.0,8.5,0.0,2,2,1233.0
306,"7/18 Courtney Street, 
NORTH MELBOURNE VIC 3051",NORTH MELBOURNE,685.0,1,0,0,15998.0,6597.7,31.3,12916.0,0.0,0.0,59.0,175.0,120.0,100.0,46.0,168.0,9.0,29.0,323.0,2056.0,6849.0,381.0,4386.0,253.0,1051.0,"18 Courtney Street, 
NORTH MELBOURNE VIC 3051",-37.8025285,144.9549447,14.0,0.0,34.0,7.0,4.7,14.0,3,2,2972.0
307,"68A Lane Crescent, 
RESERVOIR VIC 3073",RESERVOIR,685.0,0,0,1,52065.0,10943.5,154.1,35092.0,0.0,0.0,490.0,184.0,112.0,216.0,60.0,165.0,12.0,153.0,14312.0,7827.0,1042.0,1439.0,7466.0,416.0,1900.0,"68A Lane Crescent, 
RESERVOIR VIC 3073",-37.714226,145.0177366,0.0,0.0,22.0,0.0,10.7,0.0,3,2,2972.0
308,"1407/260 City Rd, 
SOUTHBANK VIC 3006",SOUTHBANK,686.0,1,0,0,16538.0,20569.7,30.9,14882.0,0.0,0.0,48.0,84.0,112.0,76.0,26.0,73.0,0.0,69.0,5.0,199.0,12174.0,408.0,5855.0,30.0,1844.0,"260 City Rd, 
SOUTHBANK VIC 3006",-37.8229812,144.9633593,3.0,0.0,18.0,22.0,7.9,3.0,1,1,2125.0
309,"17 Emmett Avenue, 
BERWICK VIC 3806",BERWICK,690.0,0,1,0,23187.0,1174.1,43.3,14432.0,0.0,0.0,36.0,206.0,115.0,98.0,42.0,73.0,5.0,33.0,7430.0,1728.0,20.0,380.0,1533.0,140.0,241.0,"17 Emmett Avenue, 
BERWICK VIC 3806",-38.0707966,145.3548851,0.0,0.0,0.0,0.0,63.2,0.0,4,2,2068.0
310,"45 Nixon Drive, 
BERWICK VIC 3806",BERWICK,690.0,0,1,0,23187.0,1174.1,43.3,14432.0,0.0,0.0,36.0,206.0,115.0,98.0,42.0,73.0,5.0,33.0,7430.0,1728.0,20.0,380.0,1533.0,140.0,241.0,"45 Nixon Drive, 
BERWICK VIC 3806",-38.0617911,145.3577126,0.0,0.0,0.0,0.0,62.0,0.0,4,2,1556.0
311,"41 Evans St, 
BRUNSWICK VIC 3056",BRUNSWICK,690.0,0,1,0,53768.0,20807.5,136.6,42314.0,0.0,0.0,299.0,431.0,183.0,197.0,120.0,360.0,16.0,215.0,8601.0,7170.0,12379.0,1667.0,11861.0,278.0,3124.0,"41 Evans St, 
BRUNSWICK VIC 3056",-37.7702225,144.9687667,6.0,0.0,29.0,0.0,1.6,6.0,2,1,1627.0
312,"18 Lindley Avenue, 
CAROLINE SPRINGS VIC 3023",CAROLINE SPRINGS,690.0,0,1,0,20643.0,2969.1,35.4,14190.0,0.0,0.0,44.0,126.0,58.0,87.0,24.0,74.0,9.0,5.0,5975.0,526.0,341.0,401.0,1361.0,51.0,330.0,"18 Lindley Avenue, 
CAROLINE SPRINGS VIC 3023",-37.7217301,144.7349565,0.0,0.0,0.0,0.0,27.4,0.0,4,4,1693.0
313,"4 Fay St, 
MELTON VIC 3337",MELTON,370.0,0,1,0,29470.0,1696.4,72.0,18722.0,0.0,0.0,314.0,114.0,37.0,80.0,16.0,67.0,9.0,35.0,9829.0,1008.0,77.0,640.0,2756.0,164.0,344.0,"4 Fay St, 
MELTON VIC 3337",-37.6874805,144.5763183,0.0,0.0,0.0,0.0,51.4,0.0,4,1,931.0
314,"3/74 Callander Road, 
NOBLE PARK VIC 3174",NOBLE PARK,370.0,1,0,0,40239.0,9559.5,110.7,27249.0,0.0,0.0,113.0,105.0,52.0,254.0,31.0,125.0,4.0,38.0,10611.0,2076.0,2758.0,1028.0,5145.0,608.0,1226.0,"74 Callander Road, 
NOBLE PARK VIC 3174",-37.9545152,145.1803919,0.0,0.0,18.0,0.0,45.5,0.0,2,1,809.0
315,"201/337 Bell Street, 
PASCOE VALE VIC 3044",PASCOE VALE,370.0,1,0,0,17409.0,3759.2,36.3,11989.0,0.0,0.0,74.0,87.0,43.0,53.0,25.0,67.0,4.0,43.0,3615.0,3784.0,286.0,400.0,2351.0,15.0,575.0,"337 Bell Street, 
PASCOE VALE VIC 3044",-37.7385709,144.9405697,1.0,0.0,26.0,0.0,7.7,1.0,1,1,1281.0
316,"1/186 Frankston-Dandenong Road, 
SEAFORD VIC 3198",SEAFORD,370.0,1,0,0,17359.0,1396.3,40.4,11240.0,0.0,0.0,138.0,59.0,41.0,80.0,26.0,52.0,3.0,32.0,5983.0,1939.0,250.0,351.0,2368.0,41.0,264.0,"186 Frankston-Dandenong Road, 
SEAFORD VIC 3198",-38.1290218,145.1330842,0.0,0.0,16.0,0.0,63.7,0.0,2,1,3905.0
317,"74 Arthur Street, 
ST ALBANS VIC 3021",ST ALBANS,370.0,0,1,0,38516.0,6016.5,73.30000000000001,25443.0,0.0,0.0,85.0,119.0,44.0,202.0,19.0,122.0,14.0,40.0,10617.0,2344.0,1412.0,653.0,4479.0,399.0,1399.0,"74 Arthur Street, 
ST ALBANS VIC 3021",-37.7411407,144.7984213,0.0,1.0,21.0,0.0,22.1,1.0,3,1,1432.0
318,"1/37 Crimea Street, 
ST KILDA VIC 3182",ST KILDA,370.0,1,0,0,30189.0,12631.5,72.80000000000001,23753.0,0.0,0.0,105.0,263.0,253.0,183.0,83.0,261.0,10.0,41.0,1636.0,2218.0,14987.0,776.0,7769.0,576.0,1852.0,"37 Crimea Street, 
ST KILDA VIC 3182",-37.8590139,144.9881734,6.0,0.0,25.0,0.0,17.4,6.0,1,1,1117.0
319,"7/51 Spring Street, 
THOMASTOWN VIC 3074",THOMASTOWN,370.0,0,1,0,20211.0,1376.3,39.4,12705.0,0.0,0.0,108.0,75.0,82.0,135.0,33.0,74.0,18.0,31.0,6731.0,847.0,515.0,350.0,2087.0,171.0,564.0,"51 Spring Street, 
THOMASTOWN VIC 3074",-37.6822044,145.0084837,0.0,1.0,25.0,0.0,13.5,1.0,2,1,1117.0
320,"89/145 Canterbury Road, 
TOORAK VIC 3142",TOORAK,370.0,1,0,0,13098.0,3029.6,46.6,8133.0,0.0,0.0,20.0,274.0,346.0,97.0,24.0,79.0,4.0,219.0,2076.0,1395.0,3781.0,490.0,1712.0,3.0,390.0,"145 Canterbury Road, 
TOORAK VIC 3142",-37.8459827,145.0098471,2.0,0.0,31.0,0.0,11.9,2.0,1,1,5812.0
321,"11 Tadstan Drive, 
TULLAMARINE VIC 3043",TULLAMARINE,370.0,0,1,0,6630.0,1717.8,39.6,4325.0,0.0,0.0,26.0,17.0,25.0,40.0,6.0,25.0,9.0,8.0,1813.0,1297.0,5.0,351.0,922.0,23.0,97.0,"11 Tadstan Drive, 
TULLAMARINE VIC 3043",-37.6951337,144.8780146,0.0,0.0,5.0,0.0,16.2,0.0,3,1,1133.0
322,"45 Cottrell Street, 
WERRIBEE VIC 3030",WERRIBEE,370.0,0,1,0,58887.0,2806.9,105.5,39418.0,0.0,0.0,501.0,249.0,121.0,206.0,60.0,171.0,19.0,462.0,19321.0,3015.0,506.0,1026.0,6808.0,220.0,1363.0,"45 Cottrell Street, 
WERRIBEE VIC 3030",-37.9019088,144.6536722,0.0,0.0,11.0,0.0,39.1,0.0,3,1,1619.0
323,"3/13 Hogan Grove, 
WERRIBEE VIC 3030",WERRIBEE,370.0,0,1,0,58887.0,2806.9,105.5,39418.0,0.0,0.0,501.0,249.0,121.0,206.0,60.0,171.0,19.0,462.0,19321.0,3015.0,506.0,1026.0,6808.0,220.0,1363.0,"13 Hogan Grove, 
WERRIBEE VIC 3030",-37.8969538,144.6573807,0.0,1.0,14.0,0.0,48.1,1.0,2,1,2502.0
324,"3/231 Princes Hwy, 
WERRIBEE VIC 3030",WERRIBEE,370.0,1,0,0,58887.0,2806.9,105.5,39418.0,0.0,0.0,501.0,249.0,121.0,206.0,60.0,171.0,19.0,462.0,19321.0,3015.0,506.0,1026.0,6808.0,220.0,1363.0,"231 Princes Hwy, 
WERRIBEE VIC 3030",-37.8933709,144.681469,0.0,0.0,0.0,0.0,45.2,0.0,2,1,1259.0
